Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
T2_H_HABITUAL_4	Referent a la persona present 4: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 4: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 4: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_4				1	Sí	Sí	Yes
T2_H_HABITUAL_4				6	No	No	No
T2_DESP_4	Referent a la persona present 4: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 4: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 4: Do you share household expenses or income?				
T2_DESP_4				1	Sí	Sí	Yes
T2_DESP_4				6	No	No	No
T2_QUI_ES_4	Referent a la persona present 4: Vostè és?	Referente a la persona presente 4: ¿Usted es?	Referent a la persona present 4: Is it you?				
T2_QUI_ES_4				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_4				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_4				3	Hoste	Huésped	Host 
T2_QUI_ES_4				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_4	Referent a la persona present 4: Número d'ordre de la persona 4	Referente a la persona presente 4: Número de orden de la persona 4	Referent a la persona present 4: Order number of person 4				
T2_H_HABITUAL_5	Referent a la persona present 5: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 5: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 5: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_5				1	Sí	Sí	Yes
T2_H_HABITUAL_5				6	No	No	No
T2_DESP_5	Referent a la persona present 5: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 5: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 5: Do you share household expenses or income?				
T2_DESP_5				1	Sí	Sí	Yes
T2_DESP_5				6	No	No	No
T2_QUI_ES_5	Referent a la persona present 5: Vostè és?	Referente a la persona presente 5: ¿Usted es?	Referent a la persona present 5: Is it you?				
T2_QUI_ES_5				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_5				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_5				3	Hoste	Huésped	Host 
T2_QUI_ES_5				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_5	Referent a la persona present 5: Número d'ordre de la persona 5	Referente a la persona presente 5: Número de orden de la persona 5	Referent a la persona present 5: Order number of person 5				
T2_H_HABITUAL_6	Referent a la persona present 6: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 6: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 6: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_6				1	Sí	Sí	Yes
T2_H_HABITUAL_6				6	No	No	No
T2_DESP_6	Referent a la persona present 6: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 6: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 6: Do you share household expenses or income?				
T2_DESP_6				1	Sí	Sí	Yes
T2_DESP_6				6	No	No	No
T2_QUI_ES_6	Referent a la persona present 6: Vostè és?	Referente a la persona presente 6: ¿Usted es?	Referent a la persona present 6: Is it you?				
T2_QUI_ES_6				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_6				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_6				3	Hoste	Huésped	Host 
T2_QUI_ES_6				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_6	Referent a la persona present 6: Número d'ordre de la persona 6	Referente a la persona presente 6: Número de orden de la persona 6	Referent a la persona present 6: Order number of person 6				
T2_H_HABITUAL_7	Referent a la persona present 7: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 7: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 7: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_7				1	Sí	Sí	Yes
T2_H_HABITUAL_7				6	No	No	No
T2_DESP_7	Referent a la persona present 7: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 7: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 7: Do you share household expenses or income?				
T2_DESP_7				1	Sí	Sí	Yes
T2_DESP_7				6	No	No	No
T2_QUI_ES_7	Referent a la persona present 7: Vostè és?	Referente a la persona presente 7: ¿Usted es?	Referent a la persona present 7: Is it you?				
T2_QUI_ES_7				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_7				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_7				3	Hoste	Huésped	Host 
T2_QUI_ES_7				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_7	Referent a la persona present 7: Número d'ordre de la persona 7	Referente a la persona presente 7: Número de orden de la persona 7	Referent a la persona present 7: Order number of person 7				
T2_H_HABITUAL_8	Referent a la persona present 8: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 8: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 8: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_8				1	Sí	Sí	Yes
T2_H_HABITUAL_8				6	No	No	No
T2_DESP_8	Referent a la persona present 8: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 8: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 8: Do you share household expenses or income?				
T2_DESP_8				1	Sí	Sí	Yes
T2_DESP_8				6	No	No	No
T2_QUI_ES_8	Referent a la persona present 8: Vostè és?	Referente a la persona presente 8: ¿Usted es?	Referent a la persona present 8: Is it you?				
T2_QUI_ES_8				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_8				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_8				3	Hoste	Huésped	Host 
T2_QUI_ES_8				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_8	Referent a la persona present 8: Número d'ordre de la persona 8	Referente a la persona presente 8: Número de orden de la persona 8	Referent a la persona present 8: Order number of person 8				
T2_H_HABITUAL_9	Referent a la persona present 9: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 9: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 9: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_9				1	Sí	Sí	Yes
T2_H_HABITUAL_9				6	No	No	No
T2_DESP_9	Referent a la persona present 9: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 9: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 9: Do you share household expenses or income?				
T2_DESP_9				1	Sí	Sí	Yes
T2_DESP_9				6	No	No	No
T2_QUI_ES_9	Referent a la persona present 9: Vostè és?	Referente a la persona presente 9: ¿Usted es?	Referent a la persona present 9: Is it you?				
T2_QUI_ES_9				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_9				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_9				3	Hoste	Huésped	Host 
T2_QUI_ES_9				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_9	Referent a la persona present 9: Número d'ordre de la persona 9	Referente a la persona presente 9: Número de orden de la persona 9	Referent a la persona present 9: Order number of person 9				
T2_H_HABITUAL_10	Referent a la persona present 10: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 10: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 10: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_10				1	Sí	Sí	Yes
T2_H_HABITUAL_10				6	No	No	No
T2_DESP_10	Referent a la persona present 10: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 10: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 10: Do you share household expenses or income?				
T2_DESP_10				1	Sí	Sí	Yes
T2_DESP_10				6	No	No	No
T2_QUI_ES_10	Referent a la persona present 10: Vostè és?	Referente a la persona presente 10: ¿Usted es?	Referent a la persona present 10: Is it you?				
T2_QUI_ES_10				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_10				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_10				3	Hoste	Huésped	Host 
T2_QUI_ES_10				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_10	Referent a la persona present 10: Número d'ordre de la persona 10	Referente a la persona presente 10: Número de orden de la persona 10	Referent a la persona present 10: Order number of person 10				
T2_H_HABITUAL_11	Referent a la persona present 11: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 11: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 11: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_11				1	Sí	Sí	Yes
T2_H_HABITUAL_11				6	No	No	No
T2_DESP_11	Referent a la persona present 11: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 11: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 11: Do you share household expenses or income?				
T2_DESP_11				1	Sí	Sí	Yes
T2_DESP_11				6	No	No	No
T2_QUI_ES_11	Referent a la persona present 11: Vostè és?	Referente a la persona presente 11: ¿Usted es?	Referent a la persona present 11: Is it you?				
T2_QUI_ES_11				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_11				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_11				3	Hoste	Huésped	Host 
T2_QUI_ES_11				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_11	Referent a la persona present 11: Número d'ordre de la persona 11	Referente a la persona presente 11: Número de orden de la persona 11	Referent a la persona present 11: Order number of person 11				
T2_H_HABITUAL_12	Referent a la persona present 12: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 12: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 12: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_12				1	Sí	Sí	Yes
T2_H_HABITUAL_12				6	No	No	No
T2_DESP_12	Referent a la persona present 12: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 12: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 12: Do you share household expenses or income?				
T2_DESP_12				1	Sí	Sí	Yes
T2_DESP_12				6	No	No	No
T2_QUI_ES_12	Referent a la persona present 12: Vostè és?	Referente a la persona presente 12: ¿Usted es?	Referent a la persona present 12: Is it you?				
T2_QUI_ES_12				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_12				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_12				3	Hoste	Huésped	Host 
T2_QUI_ES_12				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_12	Referent a la persona present 12: Número d'ordre de la persona 12	Referente a la persona presente 12: Número de orden de la persona 12	Referent a la persona present 12: Order number of person 12				
T2_H_HABITUAL_13	Referent a la persona present 13: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 13: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 13: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_13				1	Sí	Sí	Yes
T2_H_HABITUAL_13				6	No	No	No
T2_DESP_13	Referent a la persona present 13: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 13: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 13: Do you share household expenses or income?				
T2_DESP_13				1	Sí	Sí	Yes
T2_DESP_13				6	No	No	No
T2_QUI_ES_13	Referent a la persona present 13: Vostè és?	Referente a la persona presente 13: ¿Usted es?	Referent a la persona present 13: Is it you?				
T2_QUI_ES_13				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_13				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_13				3	Hoste	Huésped	Host 
T2_QUI_ES_13				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_13	Referent a la persona present 13: Número d'ordre de la persona 13	Referente a la persona presente 13: Número de orden de la persona 13	Referent a la persona present 13: Order number of person 13				
T2_H_HABITUAL_14	Referent a la persona present 14: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 14: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 14: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_14				1	Sí	Sí	Yes
T2_H_HABITUAL_14				6	No	No	No
T2_DESP_14	Referent a la persona present 14: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 14: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 14: Do you share household expenses or income?				
T2_DESP_14				1	Sí	Sí	Yes
T2_DESP_14				6	No	No	No
T2_QUI_ES_14	Referent a la persona present 14: Vostè és?	Referente a la persona presente 14: ¿Usted es?	Referent a la persona present 14: Is it you?				
T2_QUI_ES_14				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_14				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_14				3	Hoste	Huésped	Host 
T2_QUI_ES_14				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_14	Referent a la persona present 14: Número d'ordre de la persona 14	Referente a la persona presente 14: Número de orden de la persona 14	Referent a la persona present 14: Order number of person 14				
T2_H_HABITUAL_15	Referent a la persona present 15: Considera que aquest habitatge és la seva residència habitual?	Referente a la persona presente 15: ¿Considera que esta vivienda es su residencia habitual?	Referring to present person 15: Do you consider this home to be your usual residence?				
T2_H_HABITUAL_15				1	Sí	Sí	Yes
T2_H_HABITUAL_15				6	No	No	No
T2_DESP_15	Referent a la persona present 15: Comparteix despeses o ingressos de la llar?	Referente a la persona presente 15: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona present 15: Do you share household expenses or income?				
T2_DESP_15				1	Sí	Sí	Yes
T2_DESP_15				6	No	No	No
T2_QUI_ES_15	Referent a la persona present 15: Vostè és?	Referente a la persona presente 15: ¿Usted es?	Referent a la persona present 15: Is it you?				
T2_QUI_ES_15				1	Membre de la llar	Miembro del hogar	Household member
T2_QUI_ES_15				2	Servei domèstic	Servicio doméstico	Domestic service
T2_QUI_ES_15				3	Hoste	Huésped	Host 
T2_QUI_ES_15				4	Convidat	Invitado	Guest
T2_NUM_ORDRE_15	Referent a la persona present 15: Número d'ordre de la persona 15	Referente a la persona presente 15: Número de orden de la persona 15	Referent a la persona present 15: Order number of person 15				
T3_ABSENCIA_1	Referent a la persona absent 1: Quina és la causa de l'absència?	Referente a la persona ausente 1: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 1: What is the reason for the absence?				
T3_ABSENCIA_1				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_1				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_1	Referent a la persona absent 1: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 1: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 1: What is the expected total length of absence?				
T3_DUR_ABS_1				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_1				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_1	Referent a la persona absent 1: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 1: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 1: Do you share household expenses or income?				
T3_DESP2_1				1	Sí	Sí	Yes
T3_DESP2_1				6	No	No	No
T3_ES2_1	Referent a la persona absent 1: Tipus de membre de la llar que és la persona 1 absent	Referente a la persona ausente 1: Tipo de miembro del hogar que es la persona 1 ausente	Referent a la persona absent 1: Type of household member who is absent person 1 				
T3_ES2_1				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_1				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_1				3	Hoste	Huésped	Host 
T3_ES2_1				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_1	Referent a la persona absent 1: Número d'ordre de la persona 1	Referente a la persona ausente 1: Número de orden de la persona 1	Referent a la persona absent 1: Order number of person 1				
T3_ABSENCIA_2	Referent a la persona absent 2: Quina és la causa de l'absència?	Referente a la persona ausente 2: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 2: What is the reason for the absence?				
T3_ABSENCIA_2				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_2				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_2	Referent a la persona absent 2: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 2: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 2: What is the expected total length of absence?				
T3_DUR_ABS_2				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_2				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_2	Referent a la persona absent 2: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 2: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 2: Do you share household expenses or income?				
T3_DESP2_2				1	Sí	Sí	Yes
T3_DESP2_2				6	No	No	No
T3_ES2_2	Referent a la persona absent 2: Tipus de membre de la llar que és la persona 2 absent	Referente a la persona ausente 2: Tipo de miembro del hogar que es la persona 2 ausente	Referent a la persona absent 2: Type of household member who is absent person 2 				
T3_ES2_2				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_2				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_2				3	Hoste	Huésped	Host 
T3_ES2_2				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_2	Referent a la persona absent 2: Número d'ordre de la persona 2	Referente a la persona ausente 2: Número de orden de la persona 2	Referent a la persona absent 2: Order number of person 2				
T3_ABSENCIA_3	Referent a la persona absent 3: Quina és la causa de l'absència?	Referente a la persona ausente 3: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 3: What is the reason for the absence?				
T3_ABSENCIA_3				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_3				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_3	Referent a la persona absent 3: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 3: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 3: What is the expected total length of absence?				
T3_DUR_ABS_3				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_3				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_3	Referent a la persona absent 3: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 3: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 3: Do you share household expenses or income?				
T3_DESP2_3				1	Sí	Sí	Yes
T3_DESP2_3				6	No	No	No
T3_ES2_3	Referent a la persona absent 3: Tipus de membre de la llar que és la persona 3 absent	Referente a la persona ausente 3: Tipo de miembro del hogar que es la persona 3 ausente	Referent a la persona absent 3: Type of household member who is absent person 3 				
T3_ES2_3				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_3				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_3				3	Hoste	Huésped	Host 
T3_ES2_3				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_3	Referent a la persona absent 3: Número d'ordre de la persona 3	Referente a la persona ausente 3: Número de orden de la persona 3	Referent a la persona absent 3: Order number of person 3				
T3_ABSENCIA_4	Referent a la persona absent 4: Quina és la causa de l'absència?	Referente a la persona ausente 4: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 4: What is the reason for the absence?				
T3_ABSENCIA_4				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_4				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_4	Referent a la persona absent 4: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 4: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 4: What is the expected total length of absence?				
T3_DUR_ABS_4				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_4				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_4	Referent a la persona absent 4: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 4: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 4: Do you share household expenses or income?				
T3_DESP2_4				1	Sí	Sí	Yes
T3_DESP2_4				6	No	No	No
T3_ES2_4	Referent a la persona absent 4: Tipus de membre de la llar que és la persona 4 absent	Referente a la persona ausente 4: Tipo de miembro del hogar que es la persona 4 ausente	Referent a la persona absent 4: Type of household member who is absent person 4 				
T3_ES2_4				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_4				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_4				3	Hoste	Huésped	Host 
T3_ES2_4				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_4	Referent a la persona absent 4: Número d'ordre de la persona 4	Referente a la persona ausente 4: Número de orden de la persona 4	Referent a la persona absent 4: Order number of person 4				
T3_ABSENCIA_5	Referent a la persona absent 5: Quina és la causa de l'absència?	Referente a la persona ausente 5: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 5: What is the reason for the absence?				
T3_ABSENCIA_5				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_5				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_5	Referent a la persona absent 5: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 5: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 5: What is the expected total length of absence?				
T3_DUR_ABS_5				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_5				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_5	Referent a la persona absent 5: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 5: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 5: Do you share household expenses or income?				
T3_DESP2_5				1	Sí	Sí	Yes
T3_DESP2_5				6	No	No	No
T3_ES2_5	Referent a la persona absent 5: Tipus de membre de la llar que és la persona 5 absent	Referente a la persona ausente 5: Tipo de miembro del hogar que es la persona 5 ausente	Referent a la persona absent 5: Type of household member who is absent person 5 				
T3_ES2_5				1	Membre de la llar	Miembro del hogar	Household member
T3_ES2_5				2	Servei domèstic	Servicio doméstico	Domestic service
T3_ES2_5				3	Hoste	Huésped	Host 
T3_ES2_5				4	Convidat	Invitado	Guest
T3_NUM_ORDRE_5	Referent a la persona absent 5: Número d'ordre de la persona 5	Referente a la persona ausente 5: Número de orden de la persona 5	Referent a la persona absent 5: Order number of person 5				
T3_ABSENCIA_6	Referent a la persona absent 6: Quina és la causa de l'absència?	Referente a la persona ausente 6: ¿Cuál es la causa de la ausencia?	Referent a la persona absent 6: What is the reason for the absence?				
T3_ABSENCIA_6				1	Per motiu de treball, estudis o viatge	Por motivos de trabajo, estudios o viaje	For work, study or travel reasons
T3_ABSENCIA_6				6	Altres motius: està internat en un hospital o altra institució, residència, presó, etc.	Otros motivos: está internado en un hospital u otra institución, residencia, prisión, etc.	Other reasons: being hospitalised or in another institution, in a retirement home, prison, etc.
T3_DUR_ABS_6	Referent a la persona absent 6: Quina és la durada total prevista de l'absència?	Referente a la persona ausente 6: ¿Cuál es la duración total prevista de la ausencia?	Referent a la persona absent 6: What is the expected total length of absence?				
T3_DUR_ABS_6				1	Menor o igual a 6 mesos	Menor o igual a 6 meses	Less than or equal to 6 months
T3_DUR_ABS_6				6	Major de 6 mesos	Mayor que 6 meses	Over 6 months old
T3_DESP2_6	Referent a la persona absent 6: Comparteix despeses o ingressos de la llar?	Referente a la persona ausente 6: ¿Comparte gastos y/o ingresos del hogar?	Referent a la persona absent 6: Do you share household expenses or income?				
T3_DESP2_6				1	Sí	Sí	Yes
