addresses_roadtype_name;addresses_end_street_number;geo_epgs_4326_lon;values_attribute_name;estimated_dates;addresses_road_name;values_category;addresses_zip_code;secondary_filters_id;values_value;addresses_town;secondary_filters_name;timetable;secondary_filters_tree;start_date;addresses_district_name;end_date;geo_epgs_25831_x;addresses_start_street_number;register_id;institution_id;addresses_main_address;addresses_district_id;addresses_roadtype_id;addresses_type;addresses_neighborhood_id;_id;name;addresses_road_id;created;geo_epgs_25831_y;institution_name;modified;secondary_filters_asia_id;secondary_filters_fullpath;geo_epgs_4326_lat;values_description;values_id;addresses_neighborhood_name;values_outstanding;values_attribute_id
;31;2.1797732319926886;;;Passeig de Colom;;8002;NULL;;Barcelona;;;NULL;;Ciutat Vella;;431412.929;31;﻿99400722471;NULL;True;1;;;2;58;Espai per a gossos deslligats a la Balconada del Moll de la Fusta;82901;2023-10-30T13:42:13.365120;4581039.378;;2026-03-24T14:55:42.443067;NULL;;41.377953323734765;;NULL;el Barri Gòtic;;NULL
;NULL;2.166069366439031;Centraleta;;C Riera Alta;Telèfons;8001;NULL;933298150;BARCELONA;;;NULL;;Ciutat Vella;;430269.66490342934;25;﻿75990107439;NULL;True;1;;;1;59;Clínica Veterinària Riera Alta;282106;1996-09-18T00:00:00;4581326.613214681;;2023-10-03T10:03:30.218270;NULL;;41.3804421021787;;142858;el Raval;True;20003
;NULL;2.1576249329473116;Centraleta;;G.V. Corts Catalanes;Telèfons;8015;NULL;932926130;BARCELONA;;;NULL;;Eixample;;429564.99472249474;513;﻿75990538971;NULL;True;2;;;9;60;Botiga Animals i Companyia *Gran Via Corts Catalanes;169409;1998-08-15T00:00:00;4581480.565566017;;2023-10-03T10:15:11.192140;NULL;;41.38176732113683;;154752;la Nova Esquerra de l'Eixample;True;20003
;NULL;2.1475172569841363;Tel.;;Santjoanistes;Telèfons;8006;NULL;932185817;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;428743.06121185917;15;﻿62124856;NULL;True;5;;;27;61;Centre Veterinari Dr. Insa;312105;2000-03-02T00:00:00;4583849.467282225;;2025-04-15T16:34:34.661668;NULL;;41.4030307542475;;129219;el Putxet i el Farró;True;20001
;NULL;2.14103433793107;Tel.;;Entença;Telèfons;8029;NULL;934305696;BARCELONA;;;NULL;;Les Corts;;428183.106039509;227;﻿63092841;NULL;True;4;;;19;62;Patty-Boxer;110803;2000-03-03T00:00:00;4582033.275881413;;2025-04-15T16:41:29.202992;NULL;;41.3866232111675;;128987;les Corts;True;20001
;59;2.197185292630927;Tel.;;Rambla de Guipúscoa;Telèfons;8020;NULL;933030818;Barcelona;;;NULL;;Sant Martí;;432908.775;57;﻿75990065731;NULL;True;10;;;72;63;Centre Veterinari Guipúscoa;153205;1996-09-18T00:00:00;4585325.573;;2023-10-03T10:43:44.070664;NULL;;41.41668403489127;;139815;Sant Martí de Provençals;True;20001
;NULL;2.1714713154857357;Tel.;;Carrer de Santa Anna;Telèfons;8002;NULL;933025293;Barcelona;;;NULL;;Ciutat Vella;;430726.45335341344;14;﻿75990117751;NULL;True;1;;;2;64;Botiga d'animals Amadeu Vidal;313006;1996-09-18T00:00:00;4581854.949152293;;2023-10-03T10:03:25.308452;NULL;;41.385240120335574;;144404;el Barri Gòtic;True;20001
;NULL;2.138450889236655;Tel.;;Rda General Mitre;Telèfons;8006;NULL;932017006;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;427984.95658098045;132;﻿96107142534;NULL;True;5;;;26;65;J.O. Rovellat Maso;143904;1996-04-16T00:00:00;4583830.6223054305;;2025-04-15T16:43:46.357082;NULL;;41.40279347595387;;190818;Sant Gervasi - Galvany;True;20001
;NULL;2.171460739119755;Centraleta;;Av Diagonal;Telèfons;8009;NULL;934594500;BARCELONA;;;NULL;;Eixample;;430740.49389566435;317;﻿96107143138;NULL;True;2;;;7;66;Societat Serveis Veterinaris;144601;1996-04-16T00:00:00;4583415.763927259;;2006-11-23T10:07:00;NULL;;41.39929908837575;;190819;la Dreta de l'Eixample;True;20003
;NULL;2.136469523658567;Tel.;;Ravella;Telèfons;8021;NULL;934147727;BARCELONA;;;NULL;;Sarrià-Sant Gervasi;;427816.93726459495;6;﻿75990288456;NULL;True;5;;;26;67;Clínica Veter. Dra. Pérez de la Fuente;275905;1996-09-18T00:00:00;4583591.539601398;;2023-10-03T10:39:37.452947;NULL;;41.40062508994343;;149775;Sant Gervasi - Galvany;True;20001
;222;2.1964934552289375;;;Carrer d'Espronceda;;8018;NULL;;Barcelona;;;NULL;;Sant Martí;;432845.736;214;﻿329134821;NULL;True;10;;;72;68;Fundación Altarriba, Amigos de los Animales;115603;2000-11-24T00:00:00;4584763.268;;2025-08-22T09:54:54.343947;NULL;;41.41161425599589;;NULL;Sant Martí de Provençals;;NULL
;NULL;2.163574810633255;Tel.;;Francesc Alegre;Telèfons;8024;NULL;934132400;BARCELONA;;;NULL;;Horta-Guinardó;;430101.87665665994;32;﻿95081125712;NULL;True;7;;;34;69;Viver de Can Baró;132806;1995-03-22T00:00:00;4585554.51694126;;2025-04-15T16:43:37.659499;NULL;;41.41850679646472;Institut Municipal Parcs i Jardins;184152;Can Baró;True;20001
